DES,TATAELXSI,NSE,STK,746.1
DES,TATAGLOBA,NSE,STK,147.35
DES,TATAMOTOR,NSE,STK,165.35
DES,TATAMTRDV,NSE,STK,91.2
DES,TATAPOWER,NSE,STK,60.95
DES,TATASTEEL,NSE,STK,490.3
DES,TCS,NSE,STK,1165.975
DES,TECHM,NSE,STK,376.3
DES,TITAN,NSE,STK,507.3
DES,TORNTPHAR,NSE,STK,1165.55
DES,TORNTPOWE,NSE,STK,174.2
DES,TV18BRDCS,NSE,STK,33.4
DES,TVSMOTOR,NSE,STK,494.7
DES,UBL,NSE,STK,779.15
DES,UJJIVAN,NSE,STK,181.0
DES,ULTRACEMC,NSE,STK,3343.65
DES,UNIONBANK,NSE,STK,62.15
DES,UPL,NSE,STK,549.6
DES,VEDL,NSE,STK,192.95
DES,VGUARD,NSE,STK,162.55
DES,VOLTAS,NSE,STK,446.05
DES,WIPRO,NSE,STK,254.25
DES,WOCKPHARM,NSE,STK,446.3
DES,YESBANK,NSE,STK,160.45
DES,ZEEL,NSE,STK,414.05
